,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2018-4,16.73,7.0199,0.5066,,0.4158,5.626,4.0399,4.4396,31.3331,1405563231.48,,55377696.56,,37200507.58,,15.4382,,76.2046,1.1687,0.9207,4.2025,3.2814,23.7954,0.022,86.8684,118.46,101.5887,103.7397,205.3284,0.91,4.1442,3.039,3.5437,1.1296,5.5662
2019-4,7.43,13.574,1.8118,,6.7023,5.8486,2.5363,2.7304,34.2887,1430674063.65,1.7865,37247081.1,-32.7399,16438000.0,-55.8124,4.9673,19.3121,50.9318,1.9453,1.5577,2.038,1.0431,49.0682,0.128,83.7989,113.7189,98.6085,98.9093,197.5178,0.9289,4.296,3.1657,3.6508,1.1621,5.6636
2020-4,13.25,3.68,0.34,0.37,2.2857,0.4013,7.2025,7.4578,34.5702,1755494885.34,22.704,131933623.0,254.212,109569346.47,566.5613,9.951,43.4328,36.7723,2.6954,2.1848,1.5816,0.5824,63.2277,0.1608,68.484,102.6138,82.9206,88.1772,171.0978,0.9658,5.2567,3.5083,4.3415,1.2129,6.7792
2021-1,,,,-0.07,,,,-6.5081,27.3175,417084614.04,,-26749033.33,,-28858500.0,,,,,,,,,,,,,,,,,,,,,
2021-2,4.52,3.9,-0.34,0.17,2.3375,0.5709,2.7469,5.373,33.565,1136401366.31,,61659241.91,,53933055.12,,4.3889,21.651,39.9371,2.4185,1.7562,1.6649,0.6669,60.0629,-0.1291,67.5879,102.8865,86.1986,84.2758,170.4744,0.5112,2.6632,1.7495,2.0882,0.6405,4.3293
2021-3,,,,0.3,,,,6.2266,33.4366,1726726154.02,,107459487.07,,,,,,,,,,,,,,,,,,,,,,,
2021-4,11.94,4.34,-0.39,0.48,2.4612,0.8354,7.3615,7.1013,33.3776,2436119945.77,38.7711,171864177.63,30.2656,153155613.79,39.7796,11.0127,34.7159,39.7584,2.3798,1.7781,1.66,0.6625,60.2416,-0.1368,68.7207,101.9859,76.3958,94.3108,170.7066,1.0366,5.2386,3.5299,4.7123,1.3138,9.3679
2022-1,-0.94,4.3182,-0.1859,-0.04,2.4828,0.7947,-0.6166,-3.0589,31.7289,525519405.28,25.9983,-14645394.65,45.2489,-17539300.0,39.2231,-0.9421,-17.0141,40.3485,2.3155,1.6164,1.6764,0.6783,59.6515,-0.0635,103.5554,145.6311,102.5758,146.6107,249.1865,0.2016,0.8691,0.618,0.8774,0.2608,2.0787
2022-2,4.95,7.6695,-0.1399,0.22,5.7987,0.8443,2.1375,6.0766,35.5839,1288650414.7,13.3975,79206150.47,28.4579,71907104.78,33.3266,2.295,20.0762,26.8755,3.695,3.1492,1.3675,0.3681,73.1245,-0.0496,95.5972,127.9409,104.7364,118.8017,223.5381,0.3518,1.8829,1.4069,1.7186,0.423,5.1119
2022-3,6.91,8.264,-0.3774,0.4,6.2203,0.99,4.2695,7.7968,35.0793,2028301877.27,17.4652,158132429.39,47.1554,146212784.51,,4.1284,24.0428,20.2045,4.9688,4.2916,1.2532,0.2536,79.7955,-0.1801,86.3365,133.829,85.6137,134.5518,220.1655,0.5476,3.1273,2.0175,3.1537,0.6645,8.0848
