,symbol,name,codename
2582,SZ000919,金陵药业,SZ000919 金陵药业
2583,SZ000920,沃顿科技,SZ000920 沃顿科技
2584,SZ000921,海信家电,SZ000921 海信家电
2585,SZ000922,佳电股份,SZ000922 佳电股份
2586,SZ000923,河钢资源,SZ000923 河钢资源
2587,SZ000925,众合科技,SZ000925 众合科技
2588,SZ000926,福星股份,SZ000926 福星股份
2589,SZ000927,中国铁物,SZ000927 中国铁物
2590,SZ000928,中钢国际,SZ000928 中钢国际
2591,SZ000929,兰州黄河,SZ000929 兰州黄河
2592,SZ000930,中粮科技,SZ000930 中粮科技
2593,SZ000931,中关村,SZ000931 中关村
2594,SZ000932,华菱钢铁,SZ000932 华菱钢铁
2595,SZ000933,神火股份,SZ000933 神火股份
2596,SZ000935,四川双马,SZ000935 四川双马
2597,SZ000936,华西股份,SZ000936 华西股份
2598,SZ000937,冀中能源,SZ000937 冀中能源
2599,SZ000938,紫光股份,SZ000938 紫光股份
2600,SZ000948,南天信息,SZ000948 南天信息
2601,SZ000949,新乡化纤,SZ000949 新乡化纤
2602,SZ000950,重药控股,SZ000950 重药控股
2603,SZ000951,中国重汽,SZ000951 中国重汽
2604,SZ000952,广济药业,SZ000952 广济药业
2605,SZ000953,河化股份,SZ000953 河化股份
2606,SZ000955,欣龙控股,SZ000955 欣龙控股
2607,SZ000957,中通客车,SZ000957 中通客车
2608,SZ000958,电投产融,SZ000958 电投产融
2609,SZ000959,首钢股份,SZ000959 首钢股份
2610,SZ000960,锡业股份,SZ000960 锡业股份
2611,SZ000961,中南建设,SZ000961 中南建设
2612,SZ000962,东方钽业,SZ000962 东方钽业
2613,SZ000965,天保基建,SZ000965 天保基建
2614,SZ000966,长源电力,SZ000966 长源电力
2615,SZ000967,盈峰环境,SZ000967 盈峰环境
2616,SZ000968,蓝焰控股,SZ000968 蓝焰控股
2617,SZ000969,安泰科技,SZ000969 安泰科技
2618,SZ000970,中科三环,SZ000970 中科三环
2619,SZ000971,ST高升,SZ000971 ST高升
2620,SZ000972,ST中基,SZ000972 ST中基
2621,SZ000973,佛塑科技,SZ000973 佛塑科技
2622,SZ000975,银泰黄金,SZ000975 银泰黄金
2623,SZ000976,华铁股份,SZ000976 华铁股份
2624,SZ000977,浪潮信息,SZ000977 浪潮信息
2625,SZ000980,众泰汽车,SZ000980 众泰汽车
2626,SZ000981,山子股份,SZ000981 山子股份
2627,SZ000982,中银绒业,SZ000982 中银绒业
2628,SZ000983,山西焦煤,SZ000983 山西焦煤
2629,SZ000985,大庆华科,SZ000985 大庆华科
2630,SZ000987,越秀资本,SZ000987 越秀资本
2631,SZ000988,华工科技,SZ000988 华工科技
2632,SZ000989,九芝堂,SZ000989 九芝堂
2633,SZ000990,诚志股份,SZ000990 诚志股份
2634,SZ000993,闽东电力,SZ000993 闽东电力
2635,SZ000995,*ST皇台,SZ000995 *ST皇台
2636,SZ000996,中国中期,SZ000996 中国中期
2637,SZ000997,新大陆,SZ000997 新大陆
2638,SZ000998,隆平高科,SZ000998 隆平高科
2639,SZ000999,华润三九,SZ000999 华润三九
2640,SZ001201,东瑞股份,SZ001201 东瑞股份
2641,SZ001202,炬申股份,SZ001202 炬申股份
2642,SZ001203,大中矿业,SZ001203 大中矿业
2643,SZ001205,盛航股份,SZ001205 盛航股份
2644,SZ001206,依依股份,SZ001206 依依股份
2645,SZ001207,联科科技,SZ001207 联科科技
2646,SZ001208,华菱线缆,SZ001208 华菱线缆
2647,SZ001209,洪兴股份,SZ001209 洪兴股份
2648,SZ001210,金房节能,SZ001210 金房节能
2649,SZ001211,双枪科技,SZ001211 双枪科技
2650,SZ001212,中旗新材,SZ001212 中旗新材
2651,SZ001213,中铁特货,SZ001213 中铁特货
2652,SZ001216,华瓷股份,SZ001216 华瓷股份
2653,SZ001217,华尔泰,SZ001217 华尔泰
2654,SZ001218,丽臣实业,SZ001218 丽臣实业
2655,SZ001219,青岛食品,SZ001219 青岛食品
2656,SZ001222,源飞宠物,SZ001222 源飞宠物
2657,SZ001223,欧克科技,SZ001223 欧克科技
2658,SZ001225,和泰机电,SZ001225 和泰机电
2659,SZ001226,拓山重工,SZ001226 拓山重工
2660,SZ001227,兰州银行,SZ001227 兰州银行
2661,SZ001228,永泰运,SZ001228 永泰运
2662,SZ001229,魅视科技,SZ001229 魅视科技
2663,SZ001230,劲旅环境,SZ001230 劲旅环境
2664,SZ001231,农心科技,SZ001231 农心科技
2665,SZ001234,泰慕士,SZ001234 泰慕士
2666,SZ001236,弘业期货,SZ001236 弘业期货
2667,SZ001238,浙江正特,SZ001238 浙江正特
2668,SZ001255,博菲电气,SZ001255 博菲电气
2669,SZ001256,炜冈科技,SZ001256 炜冈科技
2670,SZ001258,立新能源,SZ001258 立新能源
2671,SZ001259,利仁科技,SZ001259 利仁科技
2672,SZ001260,坤泰股份,SZ001260 坤泰股份
2673,SZ001266,宏英智能,SZ001266 宏英智能
2674,SZ001267,汇绿生态,SZ001267 汇绿生态
2675,SZ001268,联合精密,SZ001268 联合精密
2676,SZ001269,欧晶科技,SZ001269 欧晶科技
2677,SZ001270,铖昌科技,SZ001270 铖昌科技
2678,SZ001278,一彬科技,SZ001278 一彬科技
2679,SZ001283,豪鹏科技,SZ001283 豪鹏科技
2680,SZ001288,运机集团,SZ001288 运机集团
2681,SZ001289,龙源电力,SZ001289 龙源电力
2682,SZ001296,长江材料,SZ001296 长江材料
2683,SZ001298,好上好,SZ001298 好上好
2684,SZ001299,美能能源,SZ001299 美能能源
2685,SZ001300,三柏硕,SZ001300 三柏硕
2686,SZ001301,尚太科技,SZ001301 尚太科技
2687,SZ001308,康冠科技,SZ001308 康冠科技
2688,SZ001309,德明利,SZ001309 德明利
2689,SZ001311,多利科技,SZ001311 多利科技
2690,SZ001313,粤海饲料,SZ001313 粤海饲料
2691,SZ001314,亿道信息,SZ001314 亿道信息
2692,SZ001316,润贝航科,SZ001316 润贝航科
2693,SZ001317,三羊马,SZ001317 三羊马
2694,SZ001318,阳光乳业,SZ001318 阳光乳业
2695,SZ001319,铭科精技,SZ001319 铭科精技
2696,SZ001323,慕思股份,SZ001323 慕思股份
2697,SZ001330,博纳影业,SZ001330 博纳影业
2698,SZ001331,胜通能源,SZ001331 胜通能源
2699,SZ001332,锡装股份,SZ001332 锡装股份
2700,SZ001333,光华股份,SZ001333 光华股份
2701,SZ001336,楚环科技,SZ001336 楚环科技
2702,SZ001337,四川黄金,SZ001337 四川黄金
2703,SZ001338,永顺泰,SZ001338 永顺泰
2704,SZ001339,智微智能,SZ001339 智微智能
2705,SZ001366,播恩集团,SZ001366 播恩集团
2706,SZ001368,通达创智,SZ001368 通达创智
2707,SZ001696,宗申动力,SZ001696 宗申动力
2708,SZ001872,招商港口,SZ001872 招商港口
2709,SZ001896,豫能控股,SZ001896 豫能控股
2710,SZ001914,招商积余,SZ001914 招商积余
2711,SZ001965,招商公路,SZ001965 招商公路
2712,SZ001979,招商蛇口,SZ001979 招商蛇口
2713,SZ002001,新和成,SZ002001 新和成
2714,SZ002002,鸿达兴业,SZ002002 鸿达兴业
2715,SZ002003,伟星股份,SZ002003 伟星股份
2716,SZ002004,华邦健康,SZ002004 华邦健康
2717,SZ002005,ST德豪,SZ002005 ST德豪
2718,SZ002006,精工科技,SZ002006 精工科技
2719,SZ002007,华兰生物,SZ002007 华兰生物
2720,SZ002008,大族激光,SZ002008 大族激光
2721,SZ002009,天奇股份,SZ002009 天奇股份
2722,SZ002010,传化智联,SZ002010 传化智联
2723,SZ002011,盾安环境,SZ002011 盾安环境
2724,SZ002012,凯恩股份,SZ002012 凯恩股份
2725,SZ002014,永新股份,SZ002014 永新股份
2726,SZ002015,协鑫能科,SZ002015 协鑫能科
2727,SZ002016,世荣兆业,SZ002016 世荣兆业
2728,SZ002017,东信和平,SZ002017 东信和平
2729,SZ002019,亿帆医药,SZ002019 亿帆医药
2730,SZ002020,京新药业,SZ002020 京新药业
2731,SZ002021,ST中捷,SZ002021 ST中捷
2732,SZ002022,科华生物,SZ002022 科华生物
2733,SZ002023,海特高新,SZ002023 海特高新
2734,SZ002024,ST易购,SZ002024 ST易购
2735,SZ002025,航天电器,SZ002025 航天电器
2736,SZ002026,山东威达,SZ002026 山东威达
2737,SZ002027,分众传媒,SZ002027 分众传媒
2738,SZ002028,思源电气,SZ002028 思源电气
2739,SZ002029,七匹狼,SZ002029 七匹狼
2740,SZ002030,达安基因,SZ002030 达安基因
2741,SZ002031,巨轮智能,SZ002031 巨轮智能
2742,SZ002032,苏泊尔,SZ002032 苏泊尔
2743,SZ002034,旺能环境,SZ002034 旺能环境
2744,SZ002035,华帝股份,SZ002035 华帝股份
2745,SZ002036,联创电子,SZ002036 联创电子
2746,SZ002037,保利联合,SZ002037 保利联合
2747,SZ002038,双鹭药业,SZ002038 双鹭药业
2748,SZ002039,黔源电力,SZ002039 黔源电力
2749,SZ002040,南京港,SZ002040 南京港
2750,SZ002041,登海种业,SZ002041 登海种业
2751,SZ002042,华孚时尚,SZ002042 华孚时尚
2752,SZ002043,兔宝宝,SZ002043 兔宝宝
2753,SZ002044,美年健康,SZ002044 美年健康
2754,SZ002045,国光电器,SZ002045 国光电器
2755,SZ002046,国机精工,SZ002046 国机精工
2756,SZ002047,宝鹰股份,SZ002047 宝鹰股份
2757,SZ002048,宁波华翔,SZ002048 宁波华翔
2758,SZ002049,紫光国微,SZ002049 紫光国微
2759,SZ002050,三花智控,SZ002050 三花智控
2760,SZ002051,中工国际,SZ002051 中工国际
2761,SZ002052,*ST同洲,SZ002052 *ST同洲
2762,SZ002053,云南能投,SZ002053 云南能投
2763,SZ002054,德美化工,SZ002054 德美化工
2764,SZ002055,得润电子,SZ002055 得润电子
2765,SZ002056,横店东磁,SZ002056 横店东磁
2766,SZ002057,中钢天源,SZ002057 中钢天源
2767,SZ002058,威尔泰,SZ002058 威尔泰
2768,SZ002059,云南旅游,SZ002059 云南旅游
2769,SZ002060,粤水电,SZ002060 粤水电
2770,SZ002061,浙江交科,SZ002061 浙江交科
2771,SZ002062,宏润建设,SZ002062 宏润建设
2772,SZ002063,远光软件,SZ002063 远光软件
2773,SZ002064,华峰化学,SZ002064 华峰化学
2774,SZ002065,东华软件,SZ002065 东华软件
2775,SZ002066,瑞泰科技,SZ002066 瑞泰科技
2776,SZ002067,景兴纸业,SZ002067 景兴纸业
2777,SZ002068,黑猫股份,SZ002068 黑猫股份
2778,SZ002069,ST獐子岛,SZ002069 ST獐子岛
2779,SZ002072,凯瑞德,SZ002072 凯瑞德
2780,SZ002073,软控股份,SZ002073 软控股份
2781,SZ002074,国轩高科,SZ002074 国轩高科
2782,SZ002075,沙钢股份,SZ002075 沙钢股份
2783,SZ002076,雪莱特,SZ002076 雪莱特
2784,SZ002077,大港股份,SZ002077 大港股份
2785,SZ002078,太阳纸业,SZ002078 太阳纸业
2786,SZ002079,苏州固锝,SZ002079 苏州固锝
2787,SZ002080,中材科技,SZ002080 中材科技
2788,SZ002081,金螳螂,SZ002081 金螳螂
2789,SZ002082,万邦德,SZ002082 万邦德
2790,SZ002083,孚日股份,SZ002083 孚日股份
2791,SZ002084,海鸥住工,SZ002084 海鸥住工
2792,SZ002085,万丰奥威,SZ002085 万丰奥威
2793,SZ002086,ST东洋,SZ002086 ST东洋
2794,SZ002087,新野纺织,SZ002087 新野纺织
2795,SZ002088,鲁阳节能,SZ002088 鲁阳节能
2796,SZ002089,*ST新海,SZ002089 *ST新海
2797,SZ002090,金智科技,SZ002090 金智科技
2798,SZ002091,江苏国泰,SZ002091 江苏国泰
2799,SZ002092,中泰化学,SZ002092 中泰化学
2800,SZ002093,国脉科技,SZ002093 国脉科技
2801,SZ002094,青岛金王,SZ002094 青岛金王
2802,SZ002095,生意宝,SZ002095 生意宝
2803,SZ002096,南岭民爆,SZ002096 南岭民爆
2804,SZ002097,山河智能,SZ002097 山河智能
2805,SZ002098,浔兴股份,SZ002098 浔兴股份
2806,SZ002099,海翔药业,SZ002099 海翔药业
2807,SZ002100,天康生物,SZ002100 天康生物
2808,SZ002101,广东鸿图,SZ002101 广东鸿图
2809,SZ002102,ST冠福,SZ002102 ST冠福
2810,SZ002103,广博股份,SZ002103 广博股份
2811,SZ002104,恒宝股份,SZ002104 恒宝股份
2812,SZ002105,信隆健康,SZ002105 信隆健康
2813,SZ002106,莱宝高科,SZ002106 莱宝高科
2814,SZ002107,沃华医药,SZ002107 沃华医药
2815,SZ002108,沧州明珠,SZ002108 沧州明珠
2816,SZ002109,兴化股份,SZ002109 兴化股份
2817,SZ002110,三钢闽光,SZ002110 三钢闽光
2818,SZ002111,威海广泰,SZ002111 威海广泰
2819,SZ002112,三变科技,SZ002112 三变科技
2820,SZ002113,ST天润,SZ002113 ST天润
2821,SZ002114,罗平锌电,SZ002114 罗平锌电
2822,SZ002115,三维通信,SZ002115 三维通信
2823,SZ002116,中国海诚,SZ002116 中国海诚
2824,SZ002117,东港股份,SZ002117 东港股份
2825,SZ002118,紫鑫药业,SZ002118 紫鑫药业
2826,SZ002119,康强电子,SZ002119 康强电子
2827,SZ002120,韵达股份,SZ002120 韵达股份
2828,SZ002121,科陆电子,SZ002121 科陆电子
2829,SZ002123,梦网科技,SZ002123 梦网科技
2830,SZ002124,天邦食品,SZ002124 天邦食品
2831,SZ002125,湘潭电化,SZ002125 湘潭电化
2832,SZ002126,银轮股份,SZ002126 银轮股份
2833,SZ002127,南极电商,SZ002127 南极电商
2834,SZ002128,电投能源,SZ002128 电投能源
2835,SZ002129,TCL中环,SZ002129 TCL中环
2836,SZ002130,沃尔核材,SZ002130 沃尔核材
2837,SZ002131,利欧股份,SZ002131 利欧股份
2838,SZ002132,恒星科技,SZ002132 恒星科技
2839,SZ002133,广宇集团,SZ002133 广宇集团
2840,SZ002134,天津普林,SZ002134 天津普林
2841,SZ002135,东南网架,SZ002135 东南网架
2842,SZ002136,安纳达,SZ002136 安纳达
2843,SZ002137,实益达,SZ002137 实益达
2844,SZ002138,顺络电子,SZ002138 顺络电子
2845,SZ002139,拓邦股份,SZ002139 拓邦股份
2846,SZ002140,东华科技,SZ002140 东华科技
2847,SZ002141,贤丰控股,SZ002141 贤丰控股
2848,SZ002142,宁波银行,SZ002142 宁波银行
2849,SZ002144,宏达高科,SZ002144 宏达高科
2850,SZ002145,中核钛白,SZ002145 中核钛白
2851,SZ002146,荣盛发展,SZ002146 荣盛发展
2852,SZ002148,北纬科技,SZ002148 北纬科技
2853,SZ002149,西部材料,SZ002149 西部材料
2854,SZ002150,通润装备,SZ002150 通润装备
2855,SZ002151,北斗星通,SZ002151 北斗星通
2856,SZ002152,广电运通,SZ002152 广电运通
2857,SZ002153,石基信息,SZ002153 石基信息
2858,SZ002154,报喜鸟,SZ002154 报喜鸟
2859,SZ002155,湖南黄金,SZ002155 湖南黄金
2860,SZ002156,通富微电,SZ002156 通富微电
2861,SZ002157,正邦科技,SZ002157 正邦科技
2862,SZ002158,汉钟精机,SZ002158 汉钟精机
2863,SZ002159,三特索道,SZ002159 三特索道
2864,SZ002160,常铝股份,SZ002160 常铝股份
2865,SZ002161,远望谷,SZ002161 远望谷
2866,SZ002162,悦心健康,SZ002162 悦心健康
2867,SZ002163,海南发展,SZ002163 海南发展
2868,SZ002164,宁波东力,SZ002164 宁波东力
2869,SZ002165,红宝丽,SZ002165 红宝丽
2870,SZ002166,莱茵生物,SZ002166 莱茵生物
2871,SZ002167,东方锆业,SZ002167 东方锆业
2872,SZ002168,惠程科技,SZ002168 惠程科技
2873,SZ002169,智光电气,SZ002169 智光电气
2874,SZ002170,芭田股份,SZ002170 芭田股份
2875,SZ002171,楚江新材,SZ002171 楚江新材
2876,SZ002172,澳洋健康,SZ002172 澳洋健康
2877,SZ002173,创新医疗,SZ002173 创新医疗
2878,SZ002174,游族网络,SZ002174 游族网络
2879,SZ002175,东方智造,SZ002175 东方智造
2880,SZ002176,江特电机,SZ002176 江特电机
2881,SZ002177,*ST御银,SZ002177 *ST御银
2882,SZ002178,延华智能,SZ002178 延华智能
2883,SZ002179,中航光电,SZ002179 中航光电
2884,SZ002180,纳思达,SZ002180 纳思达
2885,SZ002181,粤传媒,SZ002181 粤传媒
2886,SZ002182,云海金属,SZ002182 云海金属
2887,SZ002183,怡亚通,SZ002183 怡亚通
2888,SZ002184,海得控制,SZ002184 海得控制
2889,SZ002185,华天科技,SZ002185 华天科技
2890,SZ002186,全聚德,SZ002186 全聚德
2891,SZ002187,广百股份,SZ002187 广百股份
2892,SZ002188,中天服务,SZ002188 中天服务
2893,SZ002189,中光学,SZ002189 中光学
2894,SZ002190,成飞集成,SZ002190 成飞集成
2895,SZ002191,劲嘉股份,SZ002191 劲嘉股份
2896,SZ002192,融捷股份,SZ002192 融捷股份
2897,SZ002193,如意集团,SZ002193 如意集团
2898,SZ002194,武汉凡谷,SZ002194 武汉凡谷
2899,SZ002195,二三四五,SZ002195 二三四五
2900,SZ002196,方正电机,SZ002196 方正电机
2901,SZ002197,证通电子,SZ002197 证通电子
2902,SZ002198,嘉应制药,SZ002198 嘉应制药
2903,SZ002199,东晶电子,SZ002199 东晶电子
2904,SZ002200,ST交投,SZ002200 ST交投
2905,SZ002201,正威新材,SZ002201 正威新材
2906,SZ002202,金风科技,SZ002202 金风科技
2907,SZ002203,海亮股份,SZ002203 海亮股份
2908,SZ002204,大连重工,SZ002204 大连重工
2909,SZ002205,国统股份,SZ002205 国统股份
2910,SZ002206,海利得,SZ002206 海利得
2911,SZ002207,准油股份,SZ002207 准油股份
2912,SZ002208,合肥城建,SZ002208 合肥城建
2913,SZ002209,达意隆,SZ002209 达意隆
2914,SZ002210,飞马国际,SZ002210 飞马国际
2915,SZ002211,ST宏达,SZ002211 ST宏达
2916,SZ002212,天融信,SZ002212 天融信
2917,SZ002213,大为股份,SZ002213 大为股份
2918,SZ002214,大立科技,SZ002214 大立科技
2919,SZ002215,诺普信,SZ002215 诺普信
2920,SZ002216,三全食品,SZ002216 三全食品
2921,SZ002217,合力泰,SZ002217 合力泰
2922,SZ002219,新里程,SZ002219 新里程
2923,SZ002221,东华能源,SZ002221 东华能源
2924,SZ002222,福晶科技,SZ002222 福晶科技
2925,SZ002223,鱼跃医疗,SZ002223 鱼跃医疗
2926,SZ002224,三力士,SZ002224 三力士
2927,SZ002225,濮耐股份,SZ002225 濮耐股份
2928,SZ002226,江南化工,SZ002226 江南化工
2929,SZ002227,奥特迅,SZ002227 奥特迅
2930,SZ002228,合兴包装,SZ002228 合兴包装
2931,SZ002229,鸿博股份,SZ002229 鸿博股份
2932,SZ002230,科大讯飞,SZ002230 科大讯飞
2933,SZ002231,奥维通信,SZ002231 奥维通信
2934,SZ002232,启明信息,SZ002232 启明信息
2935,SZ002233,塔牌集团,SZ002233 塔牌集团
2936,SZ002234,民和股份,SZ002234 民和股份
2937,SZ002235,安妮股份,SZ002235 安妮股份
2938,SZ002236,大华股份,SZ002236 大华股份
2939,SZ002237,恒邦股份,SZ002237 恒邦股份
2940,SZ002238,天威视讯,SZ002238 天威视讯
2941,SZ002239,奥特佳,SZ002239 奥特佳
2942,SZ002240,盛新锂能,SZ002240 盛新锂能
2943,SZ002241,歌尔股份,SZ002241 歌尔股份
2944,SZ002242,九阳股份,SZ002242 九阳股份
2945,SZ002243,力合科创,SZ002243 力合科创
2946,SZ002244,滨江集团,SZ002244 滨江集团
2947,SZ002245,蔚蓝锂芯,SZ002245 蔚蓝锂芯
2948,SZ002246,北化股份,SZ002246 北化股份
2949,SZ002247,聚力文化,SZ002247 聚力文化
2950,SZ002248,华东数控,SZ002248 华东数控
2951,SZ002249,大洋电机,SZ002249 大洋电机
2952,SZ002250,联化科技,SZ002250 联化科技
2953,SZ002251,步步高,SZ002251 步步高
2954,SZ002252,上海莱士,SZ002252 上海莱士
2955,SZ002253,川大智胜,SZ002253 川大智胜
2956,SZ002254,泰和新材,SZ002254 泰和新材
2957,SZ002255,海陆重工,SZ002255 海陆重工
2958,SZ002256,兆新股份,SZ002256 兆新股份
2959,SZ002258,利尔化学,SZ002258 利尔化学
2960,SZ002259,ST升达,SZ002259 ST升达
2961,SZ002261,拓维信息,SZ002261 拓维信息
2962,SZ002262,恩华药业,SZ002262 恩华药业
2963,SZ002263,大东南,SZ002263 大东南
2964,SZ002264,新华都,SZ002264 新华都
2965,SZ002265,西仪股份,SZ002265 西仪股份
2966,SZ002266,浙富控股,SZ002266 浙富控股
2967,SZ002267,陕天然气,SZ002267 陕天然气
2968,SZ002268,电科网安,SZ002268 电科网安
2969,SZ002269,美邦服饰,SZ002269 美邦服饰
2970,SZ002270,华明装备,SZ002270 华明装备
2971,SZ002271,东方雨虹,SZ002271 东方雨虹
2972,SZ002272,川润股份,SZ002272 川润股份
2973,SZ002273,水晶光电,SZ002273 水晶光电
2974,SZ002274,华昌化工,SZ002274 华昌化工
2975,SZ002275,桂林三金,SZ002275 桂林三金
2976,SZ002276,万马股份,SZ002276 万马股份
2977,SZ002277,友阿股份,SZ002277 友阿股份
2978,SZ002278,神开股份,SZ002278 神开股份
2979,SZ002279,久其软件,SZ002279 久其软件
2980,SZ002281,光迅科技,SZ002281 光迅科技
2981,SZ002282,博深股份,SZ002282 博深股份
2982,SZ002283,天润工业,SZ002283 天润工业
2983,SZ002284,亚太股份,SZ002284 亚太股份
2984,SZ002285,世联行,SZ002285 世联行
2985,SZ002286,保龄宝,SZ002286 保龄宝
2986,SZ002287,奇正藏药,SZ002287 奇正藏药
2987,SZ002288,超华科技,SZ002288 超华科技
2988,SZ002289,宇顺电子,SZ002289 宇顺电子
2989,SZ002290,禾盛新材,SZ002290 禾盛新材
2990,SZ002291,遥望科技,SZ002291 遥望科技
2991,SZ002293,罗莱生活,SZ002293 罗莱生活
2992,SZ002294,信立泰,SZ002294 信立泰
2993,SZ002295,精艺股份,SZ002295 精艺股份
2994,SZ002296,辉煌科技,SZ002296 辉煌科技
2995,SZ002297,博云新材,SZ002297 博云新材
2996,SZ002298,中电兴发,SZ002298 中电兴发
2997,SZ002299,圣农发展,SZ002299 圣农发展
2998,SZ002300,太阳电缆,SZ002300 太阳电缆
2999,SZ002301,齐心集团,SZ002301 齐心集团
3000,SZ002302,西部建设,SZ002302 西部建设
3001,SZ002303,美盈森,SZ002303 美盈森
3002,SZ002304,洋河股份,SZ002304 洋河股份
3003,SZ002305,南国置业,SZ002305 南国置业
3004,SZ002306,中科云网,SZ002306 中科云网
3005,SZ002307,北新路桥,SZ002307 北新路桥
3006,SZ002308,威创股份,SZ002308 威创股份
3007,SZ002309,ST中利,SZ002309 ST中利
3008,SZ002310,东方园林,SZ002310 东方园林
3009,SZ002311,海大集团,SZ002311 海大集团
3010,SZ002312,川发龙蟒,SZ002312 川发龙蟒
3011,SZ002313,*ST日海,SZ002313 *ST日海
3012,SZ002314,南山控股,SZ002314 南山控股
3013,SZ002316,*ST亚联,SZ002316 *ST亚联
3014,SZ002317,众生药业,SZ002317 众生药业
3015,SZ002318,久立特材,SZ002318 久立特材
3016,SZ002319,乐通股份,SZ002319 乐通股份
3017,SZ002320,海峡股份,SZ002320 海峡股份
3018,SZ002321,ST华英,SZ002321 ST华英
3019,SZ002322,理工能科,SZ002322 理工能科
3020,SZ002323,雅博股份,SZ002323 雅博股份
3021,SZ002324,普利特,SZ002324 普利特
3022,SZ002325,洪涛股份,SZ002325 洪涛股份
3023,SZ002326,永太科技,SZ002326 永太科技
3024,SZ002327,富安娜,SZ002327 富安娜
3025,SZ002328,新朋股份,SZ002328 新朋股份
3026,SZ002329,皇氏集团,SZ002329 皇氏集团
3027,SZ002330,得利斯,SZ002330 得利斯
3028,SZ002331,皖通科技,SZ002331 皖通科技
3029,SZ002332,仙琚制药,SZ002332 仙琚制药
3030,SZ002333,罗普斯金,SZ002333 罗普斯金
3031,SZ002334,英威腾,SZ002334 英威腾
3032,SZ002335,科华数据,SZ002335 科华数据
3033,SZ002337,赛象科技,SZ002337 赛象科技
3034,SZ002338,奥普光电,SZ002338 奥普光电
3035,SZ002339,积成电子,SZ002339 积成电子
3036,SZ002340,格林美,SZ002340 格林美
3037,SZ002341,新纶新材,SZ002341 新纶新材
3038,SZ002342,巨力索具,SZ002342 巨力索具
3039,SZ002344,海宁皮城,SZ002344 海宁皮城
3040,SZ002345,潮宏基,SZ002345 潮宏基
3041,SZ002346,柘中股份,SZ002346 柘中股份
3042,SZ002347,泰尔股份,SZ002347 泰尔股份
3043,SZ002348,高乐股份,SZ002348 高乐股份
3044,SZ002349,精华制药,SZ002349 精华制药
3045,SZ002350,北京科锐,SZ002350 北京科锐
3046,SZ002351,漫步者,SZ002351 漫步者
3047,SZ002352,顺丰控股,SZ002352 顺丰控股
3048,SZ002353,杰瑞股份,SZ002353 杰瑞股份
3049,SZ002355,兴民智通,SZ002355 兴民智通
3050,SZ002356,赫美集团,SZ002356 赫美集团
3051,SZ002357,富临运业,SZ002357 富临运业
3052,SZ002358,森源电气,SZ002358 森源电气
3053,SZ002360,同德化工,SZ002360 同德化工
3054,SZ002361,神剑股份,SZ002361 神剑股份
3055,SZ002362,汉王科技,SZ002362 汉王科技
3056,SZ002363,隆基机械,SZ002363 隆基机械
3057,SZ002364,中恒电气,SZ002364 中恒电气
3058,SZ002365,永安药业,SZ002365 永安药业
3059,SZ002366,*ST海核,SZ002366 *ST海核
3060,SZ002367,康力电梯,SZ002367 康力电梯
3061,SZ002368,太极股份,SZ002368 太极股份
3062,SZ002369,卓翼科技,SZ002369 卓翼科技
3063,SZ002370,亚太药业,SZ002370 亚太药业
3064,SZ002371,北方华创,SZ002371 北方华创
3065,SZ002372,伟星新材,SZ002372 伟星新材
3066,SZ002373,千方科技,SZ002373 千方科技
3067,SZ002374,中锐股份,SZ002374 中锐股份
3068,SZ002375,亚厦股份,SZ002375 亚厦股份
3069,SZ002376,新北洋,SZ002376 新北洋
3070,SZ002377,国创高新,SZ002377 国创高新
3071,SZ002378,章源钨业,SZ002378 章源钨业
3072,SZ002379,宏创控股,SZ002379 宏创控股
3073,SZ002380,科远智慧,SZ002380 科远智慧
3074,SZ002381,双箭股份,SZ002381 双箭股份
3075,SZ002382,蓝帆医疗,SZ002382 蓝帆医疗
3076,SZ002383,合众思壮,SZ002383 合众思壮
3077,SZ002384,东山精密,SZ002384 东山精密
3078,SZ002385,大北农,SZ002385 大北农
3079,SZ002386,天原股份,SZ002386 天原股份
3080,SZ002387,维信诺,SZ002387 维信诺
3081,SZ002388,新亚制程,SZ002388 新亚制程
3082,SZ002389,航天彩虹,SZ002389 航天彩虹
3083,SZ002390,信邦制药,SZ002390 信邦制药
3084,SZ002391,长青股份,SZ002391 长青股份
3085,SZ002392,北京利尔,SZ002392 北京利尔
3086,SZ002393,力生制药,SZ002393 力生制药
3087,SZ002394,联发股份,SZ002394 联发股份
3088,SZ002395,双象股份,SZ002395 双象股份
3089,SZ002396,星网锐捷,SZ002396 星网锐捷
3090,SZ002397,梦洁股份,SZ002397 梦洁股份
3091,SZ002398,垒知集团,SZ002398 垒知集团
3092,SZ002399,海普瑞,SZ002399 海普瑞
3093,SZ002400,省广集团,SZ002400 省广集团
3094,SZ002401,中远海科,SZ002401 中远海科
3095,SZ002402,和而泰,SZ002402 和而泰
3096,SZ002403,爱仕达,SZ002403 爱仕达
3097,SZ002404,嘉欣丝绸,SZ002404 嘉欣丝绸
3098,SZ002405,四维图新,SZ002405 四维图新
3099,SZ002406,远东传动,SZ002406 远东传动
3100,SZ002407,多氟多,SZ002407 多氟多
3101,SZ002408,齐翔腾达,SZ002408 齐翔腾达
3102,SZ002409,雅克科技,SZ002409 雅克科技
3103,SZ002410,广联达,SZ002410 广联达
3104,SZ002411,*ST必康,SZ002411 *ST必康
3105,SZ002412,汉森制药,SZ002412 汉森制药
